sampleName,nCount_RNA,nFeature_RNA,percent.mt
HPA_72h,2498,1499,0.160128102481986
HPA_72h,6429,2852,0.0777725929382486
HPA_72h,3697,1891,0.0540979172301866
HPA_72h,2524,1493,0.198098256735341
HPA_72h,395,309,0
HPA_72h,2332,1374,0.128644939965695
HPA_72h,2346,1444,0
HPA_72h,2930,1650,0.0341296928327645
HPA_72h,3625,1882,1.04827586206897
HPA_72h,4615,2196,0.0433369447453954
HPA_72h,3201,1719,0.0312402374258044
HPA_72h,2403,1338,0
HPA_72h,2781,1583,0.0719165767709457
HPA_72h,5233,2665,0
HPA_72h,6445,3088,0.310318076027929
HPA_72h,2970,1568,0
HPA_72h,1553,1133,0
HPA_72h,11232,4534,1.70049857549858
HPA_72h,4529,2212,0.0220799293442261
HPA_72h,2750,1554,0
HPA_72h,3836,2026,0.0782064650677789
HPA_72h,2951,1602,0.0677736360555744
HPA_72h,1862,1220,0
HPA_72h,18223,5309,2.40904351643527
HPA_72h,1560,1022,0
HPA_72h,3496,2010,0.028604118993135
HPA_72h,4535,2243,0.132304299889746
HPA_72h,3378,1816,0
HPA_72h,2629,1487,0
HPA_72h,3516,1672,0.0568828213879408
HPA_72h,2275,1288,0.043956043956044
HPA_72h,3772,2128,0
HPA_72h,3359,1755,0.119083060434653
HPA_72h,3286,1809,2.1911138161899
HPA_72h,2679,1611,0
HPA_72h,3515,1834,0.0284495021337127
HPA_72h,5080,2537,0.0393700787401575
HPA_72h,1886,1184,0.106044538706257
HPA_72h,1607,1072,0.186683260734287
HPA_72h,3047,1656,0.164095831965868
HPA_72h,4460,2008,0
HPA_72h,3026,1561,0.132187706543291
HPA_72h,2762,1582,0.0362056480811006
HPA_72h,3218,1686,0.217526413921691
HPA_72h,3520,1853,0.3125
HPA_72h,2020,1353,0.0495049504950495
HPA_72h,2708,1505,0.0369276218611521
HPA_72h,5256,2413,0
HPA_72h,2561,1539,0
HPA_72h,3776,2155,0.0794491525423729
HPA_72h,2199,1336,0.136425648021828
HPA_72h,12983,4602,1.77154740814912
HPA_72h,2936,1609,0
HPA_72h,1644,1195,0
HPA_72h,2651,1598,0.1131648434553
HPA_72h,3063,1661,0.0652954619653934
HPA_72h,4698,2271,0
HPA_72h,2800,1645,0.107142857142857
HPA_72h,3068,1700,0.195567144719687
HPA_72h,5006,2419,0.0399520575309628
HPA_72h,2338,1453,0.0855431993156544
HPA_72h,4674,2309,0.0641848523748395
HPA_72h,1858,1229,0.161463939720129
HPA_72h,2223,1344,0.0899685110211426
HPA_72h,2050,1223,0
HPA_72h,2209,1289,0.135808057944771
HPA_72h,3993,1895,0.0250438266967193
HPA_72h,2631,1565,0
HPA_72h,4147,2228,0.120569086086327
HPA_72h,2224,1311,0
HPA_72h,2480,1381,0.161290322580645
HPA_72h,3333,1701,0.06000600060006
HPA_72h,2620,1439,0
HPA_72h,2745,1566,0
HPA_72h,719,457,0
HPA_72h,2614,1637,0.26778882938026
HPA_72h,1447,885,0.207325501036628
HPA_72h,3743,1900,0.0534330750734705
HPA_72h,4539,2271,0.154218990967173
HPA_72h,1655,1114,0.785498489425982
HPA_72h,5502,2858,0
HPA_72h,890,657,0.561797752808989
HPA_72h,3720,1989,0.591397849462366
HPA_72h,3372,1644,0.533807829181495
HPA_72h,3375,1969,0.207407407407407
HPA_72h,14039,4638,3.02015813092101
HPA_72h,3628,1790,0.0551267916207277
HPA_72h,2604,1598,0.115207373271889
HPA_72h,3678,1877,0.0543773790103317
HPA_72h,3141,1797,0
HPA_72h,2325,1411,0.172043010752688
HPA_72h,5785,2750,0.0345721694036301
HPA_72h,1671,1053,0
HPA_72h,4360,2464,0.0688073394495413
HPA_72h,4320,2215,0.0694444444444444
HPA_72h,2869,1796,0.174276751481352
HPA_72h,3387,1672,0
HPA_72h,4975,2486,0.120603015075377
HPA_72h,2238,1334,0.178731009830206
HPA_72h,3781,1771,0.105792118487173
HPA_72h,92259,10885,2.46046456172298
HPA_72h,3921,2094,0.102014792144861
HPA_72h,4145,2034,0
HPA_72h,4188,2201,0
HPA_72h,2689,1509,0.148754183711417
HPA_72h,2811,1542,0.0711490572749911
HPA_72h,3433,1896,0.0873871249635887
HPA_72h,15288,5300,0.0719518576661434
HPA_72h,3263,1774,0
HPA_72h,3041,1701,0
HPA_72h,3170,1713,0.126182965299685
HPA_72h,3818,2021,0
HPA_72h,2853,1533,0.140203294777427
HPA_72h,2512,1379,0.159235668789809
HPA_72h,3073,1624,0.0650829808005207
HPA_72h,3055,1669,0
HPA_72h,2308,1335,0.216637781629116
HPA_72h,5403,2802,0.0555247084952804
HPA_72h,624,466,0
HPA_72h,2796,1518,0.0357653791130186
HPA_72h,3108,1598,0.0321750321750322
HPA_72h,2524,1448,0.0396196513470681
HPA_72h,3290,1931,0.151975683890578
HPA_72h,40732,8312,3.20141412157517
HPA_72h,3263,1860,0.0919399325773828
HPA_72h,2938,1672,0
HPA_72h,2716,1561,0.0736377025036819
HPA_72h,2137,1245,0.0935891436593355
HPA_72h,2052,1289,0.146198830409357
HPA_72h,2454,1490,0.285248573757131
HPA_72h,4126,2060,0.0484730974309258
HPA_72h,1313,909,0
HPA_72h,2015,1381,0.0496277915632754
HPA_72h,3091,1768,0.129407958589453
HPA_72h,4086,2020,0.17131669114048
HPA_72h,2893,1617,0.0691323885240235
HPA_72h,5840,2532,0
HPA_72h,3813,1730,0.0262260687123
HPA_72h,11918,4191,0.067125356603457
HPA_72h,2922,1474,0.136892539356605
HPA_72h,2342,1364,0
HPA_72h,1686,1061,0.237247924080664
HPA_72h,2665,1609,0.0375234521575985
HPA_72h,3614,1973,0.0276701715550636
HPA_72h,3752,1997,0.106609808102345
HPA_72h,4387,2089,0.136767722817415
HPA_72h,2732,1624,0.219619326500732
HPA_72h,2678,1636,0
HPA_72h,3474,1791,0.0287852619458837
HPA_72h,2733,1477,0.0731796560556165
HPA_72h,537,416,0.186219739292365
HPA_72h,2957,1550,0.0676361176868448
HPA_72h,3444,1876,0.0290360046457607
HPA_72h,2667,1503,0.187476565429321
HPA_72h,2289,1376,0.218435998252512
HPA_72h,2379,1486,0.0420344682639765
HPA_72h,2274,1382,0.0879507475813544
HPA_72h,2877,1536,0.0347584289190129
HPA_72h,2605,1481,0.191938579654511
HPA_72h,3403,1652,0.029385836027035
HPA_72h,3408,1682,0
HPA_72h,2095,1309,0.0477326968973747
HPA_72h,4395,2145,0.0455062571103527
HPA_72h,2798,1554,0
HPA_72h,3529,1678,0
HPA_72h,37477,7492,1.42487392267257
HPA_72h,2504,1437,0.119808306709265
HPA_72h,2527,1422,0.0791452314998021
HPA_72h,1852,1093,0.323974082073434
HPA_72h,3346,1878,0.17931858936043
HPA_72h,1835,1213,0.108991825613079
HPA_72h,2316,1336,0.129533678756477
HPA_72h,2030,1203,0.197044334975369
HPA_72h,9146,3644,3.01771266127269
HPA_72h,1809,1146,0.0552791597567717
HPA_72h,2668,1601,0.0374812593703148
HPA_72h,2961,1749,0.168861870989531
HPA_72h,3095,1829,0.0646203554119548
HPA_72h,3531,2152,0
HPA_72h,4432,2500,0
HPA_72h,3570,1939,0
HPA_72h,3648,2126,0.137061403508772
HPA_72h,2980,1610,0.369127516778524
HPA_72h,2798,1525,0.0357398141529664
HPA_72h,2337,1299,0.0427899015832264
HPA_72h,2073,1225,0.144717800289436
HPA_72h,2059,1419,0.194269062651773
HPA_72h,5225,2690,0.0191387559808612
HPA_72h,2796,1679,0.0715307582260372
HPA_72h,3723,1960,0.05372011818426
HPA_72h,5078,2553,0.0393855848759354
HPA_72h,3147,1668,0.127105179536066
HPA_72h,2105,1259,0.332541567695962
HPA_72h,4069,1945,0.172032440403047
HPA_72h,3177,1669,0.125904941768964
HPA_72h,2840,1589,0.246478873239437
HPA_72h,2247,1409,0.0445037828215398
HPA_72h,2640,1554,0.113636363636364
HPA_72h,2759,1673,0.0362450163102573
HPA_72h,2601,1586,0.0768935024990388
HPA_72h,3347,2001,0.0298775022408127
HPA_72h,3200,1705,0
HPA_72h,3014,1720,0.033178500331785
HPA_72h,2078,1268,0
HPA_72h,2015,1269,0.198511166253102
HPA_72h,2140,1436,0.0467289719626168
HPA_72h,3211,1728,0.311429461227032
HPA_72h,2544,1495,0.235849056603774
HPA_72h,3018,1643,0.0662690523525514
HPA_72h,4636,2460,0.0215703192407248
HPA_72h,2370,1420,0.337552742616034
HPA_72h,2591,1352,0.0385951370127364
HPA_72h,2569,1703,0.0389256520046711
HPA_72h,4351,2280,0.0459664444955183
HPA_72h,670,498,0.597014925373134
HPA_72h,3915,2044,0.561941251596424
HPA_72h,276,237,0
HPA_72h,2050,1166,0.24390243902439
HPA_72h,2625,1629,0.114285714285714
HPA_72h,5257,2376,0.0951112801978315
HPA_72h,3004,1638,0.033288948069241
HPA_72h,3163,1620,0
HPA_72h,2216,1334,0
HPA_72h,4447,2151,0.0224870699347875
HPA_72h,1830,1105,0.163934426229508
HPA_72h,1707,1077,0.117164616285882
HPA_72h,1661,1035,0
HPA_72h,1865,1257,0.107238605898123
HPA_72h,980,702,0.102040816326531
HPA_72h,2815,1729,3.12611012433393
HPA_72h,2487,1533,0.201045436268597
HPA_72h,6316,2495,0.174160861304623
HPA_72h,7735,3106,0.0258564964447317
HPA_72h,747,534,0.669344042838019
HPA_72h,5986,2515,0
HPA_72h,1401,908,0
HPA_72h,801,661,0.124843945068664
HPA_72h,1399,944,0.214438884917798
HPA_72h,2397,1578,0.166875260742595
HPA_72h,4249,2141,0.0941397975994352
HPA_72h,2744,1546,0.182215743440233
HPA_72h,3041,1630,0.0986517592897073
HPA_72h,3341,1716,0.0299311583358276
HPA_72h,2412,1379,0.0829187396351575
HPA_72h,2950,1543,0
HPA_72h,1941,1240,0.0515198351365276
HPA_72h,2079,1336,0.192400192400192
HPA_72h,4349,2144,0.206944125086227
HPA_72h,1711,1123,0
HPA_72h,596,420,0
HPA_72h,2878,1628,0.0694927032661571
HPA_72h,2173,1313,0
HPA_72h,3896,2005,0.154004106776181
HPA_72h,4008,2122,0
HPA_72h,3061,1599,0.0980071871937275
HPA_72h,4810,2350,1.6008316008316
HPA_72h,2664,1560,0.0750750750750751
HPA_72h,3144,1756,0.0636132315521628
HPA_72h,3096,1567,0.0968992248062016
HPA_72h,6386,2819,0.0156592546194801
HPA_72h,2964,1548,0
HPA_72h,2477,1425,0.080742834073476
HPA_72h,3954,2116,0.0505816894284269
HPA_72h,5605,2800,0.0892060660124889
HPA_72h,2383,1296,0
HPA_72h,3257,1944,0
HPA_72h,964,671,0
HPA_72h,2417,1357,0.0413736036408771
HPA_72h,16376,5257,0.836590131900342
HPA_72h,3421,1723,0.204618532592809
HPA_72h,3686,1921,0.162778079218665
HPA_72h,5764,2712,0
HPA_72h,3200,1746,0.28125
HPA_72h,3202,1701,0.124921923797626
HPA_72h,3260,1731,0.0613496932515337
HPA_72h,2621,1495,0.152613506295307
HPA_72h,3815,2052,0.209698558322412
HPA_72h,5891,2758,0.10185028008827
HPA_72h,4986,2442,0.140393100681909
HPA_72h,4222,1772,0
HPA_72h,5783,2671,0.0691682517724365
HPA_72h,2855,1678,0.0350262697022767
HPA_72h,293,206,0.68259385665529
HPA_72h,5475,2625,0.0547945205479452
HPA_72h,3287,1681,0
HPA_72h,1982,1242,0
HPA_72h,2763,1695,0.144770177343467
HPA_72h,7698,3169,0.0649519355676799
HPA_72h,2358,1382,0.127226463104326
HPA_72h,2889,1612,0
HPA_72h,2736,1504,0.0365497076023392
HPA_72h,5965,2664,3.83906119027661
HPA_72h,2378,1400,0
HPA_72h,2742,1513,0.0729394602479942
HPA_72h,2825,1515,0
HPA_72h,3575,1787,0.195804195804196
HPA_72h,2940,1769,0.136054421768707
HPA_72h,10484,4187,1.35444486837085
HPA_72h,2594,1517,0.0771010023130301
HPA_72h,2794,1556,0
HPA_72h,2671,1591,0.0748783227255709
HPA_72h,3085,1689,0.0648298217179903
HPA_72h,4470,2237,0.111856823266219
HPA_72h,3213,1932,0.0311235605353252
HPA_72h,2990,1796,0.0334448160535117
HPA_72h,1026,784,0.292397660818713
HPA_72h,592,463,0
HPA_72h,2523,1508,0
HPA_72h,3950,2028,0.0506329113924051
HPA_72h,4201,1960,0.0238038562247084
HPA_72h,5083,2361,0.0786936848317922
HPA_72h,2701,1512,0.444279896334691
HPA_72h,3287,1710,0.0912686340127776
HPA_72h,2033,1249,0.14756517461879
HPA_72h,2446,1464,0
HPA_72h,504,366,1.78571428571429
HPA_72h,2814,1572,0.0355366027007818
HPA_72h,3929,1911,0.203614151183507
HPA_72h,2751,1709,1.45401672119229
HPA_72h,3793,1867,0.0263643553915107
HPA_72h,21682,5783,4.29388432801402
HPA_72h,7216,3022,0.277161862527716
HPA_72h,2526,1591,0.0395882818685669
HPA_72h,3191,1750,0.0626762770291445
HPA_72h,3088,1716,0.0323834196891192
HPA_72h,2945,1631,0
HPA_72h,2786,1516,0.323043790380474
HPA_72h,3236,1642,0.030902348578492
HPA_72h,5076,2371,0.0591016548463357
HPA_72h,4308,1933,0.116063138347261
HPA_72h,3809,1840,0.0262536098713573
HPA_72h,5242,2342,0.667684090041969
HPA_72h,4229,2369,0.118231260345235
HPA_72h,3126,1845,0.127959053103007
HPA_72h,3714,1799,0
HPA_72h,3988,2145,0.100300902708124
HPA_72h,4808,2246,0.103993344425957
HPA_72h,2493,1399,0.0401123144805455
HPA_72h,4167,2319,0.143988480921526
HPA_72h,2061,1294,0.339640950994663
HPA_72h,3038,1757,0.230414746543779
HPA_72h,3564,1996,0.0561167227833895
HPA_72h,4231,2259,0.0945402978019381
HPA_72h,2784,1530,0.0359195402298851
HPA_72h,2440,1419,0.122950819672131
HPA_72h,1897,1147,0.105429625724829
HPA_72h,3026,1581,0
HPA_72h,2340,1375,0
HPA_72h,2020,1201,0.0495049504950495
HPA_72h,3919,2046,0.102066853789232
HPA_72h,3537,1909,0.367543115634719
HPA_72h,3366,1727,0
HPA_72h,4367,2215,0
HPA_72h,3249,1896,0.15389350569406
HPA_72h,2825,1723,0.0707964601769911
HPA_72h,2342,1311,0.085397096498719
HPA_72h,1868,1116,0
HPA_72h,5026,2214,0.119379228014326
HPA_72h,1608,1046,0
HPA_72h,1569,1010,0.127469725940089
HPA_72h,2398,1363,0
HPA_72h,1675,1086,0.0597014925373134
HPA_72h,1612,940,0
HPA_72h,6156,2821,0.0649772579597141
HPA_72h,3429,1901,0.116652085156022
HPA_72h,5645,2847,0.0177147918511957
HPA_72h,3358,1755,0.0297796307325789
HPA_72h,1564,1047,0.51150895140665
HPA_72h,3230,1751,0.123839009287926
HPA_72h,3243,1879,0.0616712920135677
HPA_72h,2449,1478,0.0816659861167824
HPA_72h,3091,1659,0
HPA_72h,2864,1596,0.0349162011173184
HPA_72h,1929,1151,0.362882322446864
HPA_72h,2429,1312,0.288184438040346
HPA_72h,3093,1572,0.0323310701584222
HPA_72h,6831,2863,0.849070414287806
HPA_72h,2717,1425,0.147221199852779
HPA_72h,2634,1550,0.113895216400911
HPA_72h,2334,1450,0.171379605826907
HPA_72h,3206,1943,0.0935745477230193
HPA_72h,3282,1847,0.0609384521633151
HPA_72h,2026,1272,0.444225074037512
HPA_72h,1900,1034,0.105263157894737
HPA_72h,3785,2057,0.184940554821664
HPA_72h,3085,1577,0.162074554294976
HPA_72h,2300,1278,0.0869565217391304
HPA_72h,3380,2002,0
HPA_72h,1042,700,0
HPA_72h,664,514,0.602409638554217
HPA_72h,4086,1909,0.122369065100343
HPA_72h,2676,1461,0
HPA_72h,2832,1556,0.0353107344632768
HPA_72h,5048,2786,0
HPA_72h,4093,2079,0.0244319569997557
HPA_72h,1965,1156,0
HPA_72h,14174,4855,0.966558487371243
HPA_72h,731,565,0
HPA_72h,9624,3913,0.58187863674148
HPA_72h,1082,768,0
HPA_72h,2378,1444,0.0420521446593776
HPA_72h,3031,1614,0.0659848234905972
HPA_72h,1462,967,0.136798905608755
HPA_72h,2845,1772,0.070298769771529
HPA_72h,7479,2728,0.989437090520123
HPA_72h,1724,1071,0.116009280742459
HPA_72h,4088,2260,0.220156555772994
HPA_72h,2053,1233,0.0487092060399415
HPA_72h,2876,1491,0.0347705146036161
HPA_72h,238,202,1.68067226890756
HPA_72h,2257,1480,0.0443066016836509
HPA_72h,2612,1393,0.191424196018377
HPA_72h,3743,2189,0.213732300293882
HPA_72h,1921,1237,0
HPA_72h,6572,2851,0.121728545343883
HPA_72h,3261,1773,0.0919963201471941
HPA_72h,3022,1544,0.0330906684315023
HPA_72h,4754,2181,0
HPA_72h,3130,1709,0
HPA_72h,2730,1390,0.183150183150183
HPA_72h,5272,2524,0.0189681335356601
HPA_72h,3728,1833,0.187768240343348
HPA_72h,13206,4259,0.386188096319855
HPA_72h,1914,1129,0.731452455590387
HPA_72h,4019,2042,0.0746454341876089
HPA_72h,3978,2095,0.326797385620915
HPA_72h,18249,6164,1.36445832648364
HPA_72h,2349,1499,0.042571306939123
HPA_72h,2503,1477,0.119856172592889
HPA_72h,2468,1468,0.20259319286872
HPA_72h,2791,1545,0.0716589036187746
HPA_72h,1762,1160,0.0567536889897843
HPA_72h,6047,3007,0.678022159748636
HPA_72h,3403,1807,1.88069350573024
HPA_72h,4260,2057,0.0469483568075117
HPA_72h,3464,1857,0
HPA_72h,4488,2250,0.0222816399286988
HPA_72h,15934,4189,5.8930588678298
HPA_72h,2705,1697,0.0369685767097967
HPA_72h,2433,1325,0.041101520756268
HPA_72h,5213,2327,0.0383656244005371
HPA_72h,3120,1767,0.0641025641025641
HPA_72h,3704,2030,0
HPA_72h,3168,1693,0.0631313131313131
HPA_72h,3361,1756,0
HPA_72h,2037,1224,0.39273441335297
HPA_72h,3366,1880,0
HPA_72h,3751,1845,0.186616902159424
HPA_72h,2259,1432,0.0442673749446658
HPA_72h,2523,1433,0.0792707094728498
HPA_72h,3327,1679,0.240456868049294
HPA_72h,2692,1364,0.185735512630015
HPA_72h,2514,1483,0.0795544948289578
HPA_72h,7951,2949,0.0125770343353037
HPA_72h,4961,2405,0.0604716790969563
HPA_72h,2903,1571,0.0688942473303479
HPA_72h,9504,3619,3.7037037037037
HPA_72h,689,353,1.45137880986938
HPA_72h,9839,3527,0
HPA_72h,3379,1779,0.0295945546019532
HPA_72h,2706,1602,0.073909830007391
HPA_72h,3187,1678,0.0313774709758393
HPA_72h,2983,1762,0.0335232986925914
HPA_72h,2836,1536,0.0352609308885755
HPA_72h,3826,1860,0.156821745948772
HPA_72h,2168,1267,0.138376383763838
HPA_72h,7984,3474,0.0876753507014028
HPA_72h,10380,4104,0.23121387283237
HPA_72h,4062,2037,0
HPA_72h,3452,1713,0.0579374275782155
HPA_72h,418,255,1.19617224880383
HPA_72h,2548,1438,0.117739403453689
HPA_72h,2514,1401,0.119331742243437
HPA_72h,3235,1668,0.0927357032457496
HPA_72h,2869,1547,0
HPA_72h,2753,1502,0
HPA_72h,5661,2728,0
HPA_72h,3798,1894,0.105318588730911
HPA_72h,10038,3999,0.0298864315600717
HPA_72h,4506,2207,0
HPA_72h,3000,1743,0.0333333333333333
HPA_72h,5477,2548,0.20083987584444
HPA_72h,1156,711,0.173010380622837
HPA_72h,2282,1312,0.0876424189307625
HPA_72h,3526,2072,0.22688598979013
HPA_72h,5887,2661,0.016986580601325
HPA_72h,3332,1793,0
HPA_72h,713,453,0
HPA_72h,6970,3026,0.0430416068866571
HPA_72h,2208,1267,0.0452898550724638
HPA_72h,2568,1414,0.0389408099688473
HPA_72h,3462,1723,0.0288850375505488
HPA_72h,2320,1397,0
HPA_72h,3090,1634,0
HPA_72h,6771,2407,0
HPA_72h,2339,1371,0.0427533133817871
HPA_72h,4733,2127,0.042256496936404
HPA_72h,3355,1839,0.0894187779433681
HPA_72h,5543,2242,0.0180407721450478
HPA_72h,4229,2104,0.0709387562071412
HPA_72h,2305,1356,0
HPA_72h,2702,1578,0.370096225018505
HPA_72h,26133,6824,2.38013239964795
HPA_72h,4121,2328,0.485319097306479
HPA_72h,3845,1946,0.0520156046814044
HPA_72h,4754,2361,0.14724442574674
HPA_72h,1067,771,0.187441424554827
HPA_72h,2930,1506,0.0341296928327645
HPA_72h,5535,2512,0.41553748870822
HPA_72h,2522,1464,0.158604282315623
HPA_72h,3663,2087,0.0819000819000819
HPA_72h,2892,1597,0.0691562932226833
HPA_72h,2489,1397,0.120530333467256
HPA_72h,3046,1679,0.164149704530532
HPA_72h,2741,1492,0.109449106165633
HPA_72h,2563,1445,0.0780335544284042
HPA_72h,552,443,0
HPA_72h,2363,1426,0.126957257723233
HPA_72h,3013,1909,0.16594756057086
HPA_72h,2600,1458,0
HPA_72h,2677,1528,0.18677624206201
HPA_72h,3276,1800,0.732600732600733
HPA_72h,17733,5797,1.13911915637512
HPA_72h,3941,2175,0.0507485409794468
HPA_72h,3390,1746,0.0589970501474926
HPA_72h,2076,1182,0
HPA_72h,4084,2013,0.636630754162586
HPA_72h,1086,752,0.0920810313075506
HPA_72h,3438,1709,0.029086678301338
HPA_72h,3803,1889,0.131475151196424
HPA_72h,2983,1747,0.0335232986925914
HPA_72h,2836,1587,0.0352609308885755
HPA_72h,3149,1621,0.0635122261035249
HPA_72h,2554,1571,0.156617071260767
HPA_72h,2897,1686,0.0690369347600966
HPA_72h,3039,1735,0
HPA_72h,2397,1396,0.0834376303712974
HPA_72h,9442,3734,0.0741368354162254
HPA_72h,3981,1978,0
HPA_72h,1971,1195,0.101471334348047
HPA_72h,3838,1875,0.0521104742053153
HPA_72h,5484,2477,0.0911743253099927
HPA_72h,4486,2182,0.0222915737851092
HPA_72h,3748,1695,0.0266808964781217
HPA_72h,1770,1136,0.112994350282486
HPA_72h,4002,2107,0.124937531234383
HPA_72h,6145,2571,0.048820179007323
HPA_72h,3716,1902,0.296017222820237
HPA_72h,3133,1722,0.0957548675390999
HPA_72h,2825,1650,0.0353982300884956
HPA_72h,2279,1342,0.0438788942518649
HPA_72h,3260,1965,0.153374233128834
HPA_72h,2331,1396,0.128700128700129
HPA_72h,2908,1457,0.0687757909215956
HPA_72h,4374,2096,0.320073159579332
HPA_72h,2215,1341,0.0451467268623025
HPA_72h,2262,1354,0.0884173297966401
HPA_72h,3025,1751,0.0330578512396694
HPA_72h,4547,2222,0.0219925225423356
HPA_72h,5818,2613,0.0343760742523204
HPA_72h,3309,1660,0.0604412209126624
HPA_72h,5211,2154,0.537324889656496
HPA_72h,7528,3326,0.0132837407013815
HPA_72h,1944,1218,0.411522633744856
HPA_72h,2324,1434,0.559380378657487
HPA_72h,2907,1649,0.0687994496044032
HPA_72h,3450,2129,0.550724637681159
HPA_72h,2766,1359,0
HPA_72h,2497,1448,0.0800961153384061
HPA_72h,2646,1424,0
HPA_72h,3068,1710,0
HPA_72h,3620,1908,0.110497237569061
HPA_72h,12569,4888,0.819476489776434
HPA_72h,2778,1606,0.0359971202303816
HPA_72h,3008,1501,0.0332446808510638
HPA_72h,604,441,0.165562913907285
HPA_72h,13571,3657,4.8043622430182
HPA_72h,3028,1604,0
HPA_72h,2246,1361,0.0890471950133571
HPA_72h,2774,1714,0.288392213410238
HPA_72h,2460,1403,0.0813008130081301
HPA_72h,2711,1472,0.110660272962007
HPA_72h,3566,1727,0.0560852495793606
HPA_72h,3131,1707,0.0638773554774832
HPA_72h,2212,1360,0.135623869801085
HPA_72h,2115,1482,0
HPA_72h,2049,1241,0.0976085895558809
HPA_72h,2996,1623,0
HPA_72h,12179,4727,0.353066754249117
HPA_72h,2728,1502,0.256598240469208
HPA_72h,7184,3245,0.194877505567929
HPA_72h,2777,1801,0.144040331292762
HPA_72h,2672,1632,0.63622754491018
HPA_72h,2772,1543,0.0721500721500721
HPA_72h,2340,1448,0
HPA_72h,1903,1262,0.367840252233316
HPA_72h,1882,1197,0.26567481402763
HPA_72h,2677,1512,0.149420993649608
HPA_72h,2575,1408,0.116504854368932
HPA_72h,7021,2982,0
HPA_72h,4775,2466,0.12565445026178
HPA_72h,3444,1833,0.116144018583043
HPA_72h,3716,2026,0.0538213132400431
HPA_72h,3016,1531,0.03315649867374
HPA_72h,3759,2006,0
HPA_72h,2465,1636,0.567951318458418
HPA_72h,6688,3055,0.0149521531100478
HPA_72h,3391,1743,0.0589796520200531
HPA_72h,2563,1510,0
HPA_72h,683,491,0.146412884333821
HPA_72h,30696,6415,4.91920771436018
HPA_72h,2942,1594,0.0339904826648538
HPA_72h,2577,1556,0.155219247186651
HPA_72h,2323,1335,0.387430047352561
HPA_72h,1982,1309,0.403632694248234
HPA_72h,3800,1755,0.0789473684210526
HPA_72h,4040,2026,0.0247524752475248
HPA_72h,4095,2094,0.0488400488400488
HPA_72h,5140,2162,0
HPA_72h,3041,1628,0.0657678395264716
HPA_72h,8124,3588,0.664697193500739
HPA_72h,2368,1552,0.0422297297297297
HPA_72h,6640,2608,2.0933734939759
HPA_72h,7655,3455,0.274330502939255
HPA_72h,3085,1703,0.0972447325769854
HPA_72h,3836,2194,0.0260688216892596
HPA_72h,3687,1813,0.081366965012205
HPA_72h,4247,2141,0.0470920649870497
HPA_72h,4025,1892,0
HPA_72h,3295,1849,0.0606980273141123
HPA_72h,1928,1176,0.155601659751037
HPA_72h,2599,1488,0.115429011158138
HPA_72h,3178,1729,0.157331655129012
HPA_72h,6748,2849,0.02963841138115
HPA_72h,1638,1032,0.183150183150183
HPA_72h,2502,1504,0
HPA_72h,3215,1620,0.124416796267496
HPA_72h,3765,1804,0.0796812749003984
HPA_72h,2363,1402,0
HPA_72h,1814,1166,0.110253583241455
HPA_72h,3422,1957,0.0584453535943892
HPA_72h,16832,5685,0.415874524714829
HPA_72h,3163,1707,0.0632311097059753
HPA_72h,4188,2102,0
HPA_72h,3325,1851,0
HPA_72h,4011,2007,0.074794315632012
HPA_72h,2901,1539,0.0344708721130645
HPA_72h,3741,1951,0.0267308206361935
HPA_72h,3851,2032,0.0519345624513113
HPA_72h,3240,1750,0.123456790123457
HPA_72h,3648,1940,0.0274122807017544
HPA_72h,1766,1086,0.339750849377123
HPA_72h,3511,1764,0
HPA_72h,3370,1796,0.148367952522255
HPA_72h,2313,1328,0.12970168612192
HPA_72h,2596,1621,0.0385208012326656
HPA_72h,3192,1638,0
HPA_72h,3393,1724,0.0294724432655467
HPA_72h,2782,1557,0.143781452192667
HPA_72h,801,538,0.124843945068664
HPA_72h,2682,1491,0.0372856077554064
HPA_72h,3112,1715,0
HPA_72h,1738,1158,0.0575373993095512
HPA_72h,2398,1408,0.166805671392827
HPA_72h,2884,1594,0.173370319001387
HPA_72h,2343,1361,0.0853606487409304
HPA_72h,2593,1518,0
HPA_72h,2831,1531,0
HPA_72h,1142,812,0.0875656742556918
HPA_72h,3238,1853,0.0617665225447807
HPA_72h,9943,4132,1.52871366790707
HPA_72h,2601,1514,0.230680507497116
HPA_72h,2444,1598,0.16366612111293
