sampleName,nCount_RNA,nFeature_RNA,percent.mt
HPA_6h,6116,2493,0.0327011118378025
HPA_6h,3254,1748,0.0307314074984634
HPA_6h,2004,1222,0.349301397205589
HPA_6h,7390,3479,0.13531799729364
HPA_6h,2954,1632,0.0677048070412999
HPA_6h,5220,2447,0.134099616858238
HPA_6h,25058,6970,0.263388937664618
HPA_6h,3538,1896,0.0282645562464669
HPA_6h,2818,1740,0.07097232079489
HPA_6h,2447,1396,0.408663669799755
HPA_6h,3725,1834,0.0805369127516778
HPA_6h,3453,1890,0
HPA_6h,3649,1987,0.0548095368594135
HPA_6h,4654,2341,0.408250966910185
HPA_6h,4358,2055,0
HPA_6h,5777,2681,1.05591137268478
HPA_6h,6766,2864,0.0443393437777121
HPA_6h,4035,2232,0.0495662949194548
HPA_6h,2544,1520,0.0393081761006289
HPA_6h,2758,1628,0.145032632342277
HPA_6h,36445,8284,3.20208533406503
HPA_6h,2693,1606,0.111399925733383
HPA_6h,3542,1954,0
HPA_6h,3307,1873,0.151194436044754
HPA_6h,3755,2149,0.239680426098535
HPA_6h,10549,4514,0.236989288084179
HPA_6h,3417,1868,0.117061750073164
HPA_6h,4717,2456,0.0635997456010176
HPA_6h,2586,1539,0.193348801237432
HPA_6h,3635,1875,0.302613480055021
HPA_6h,997,756,0.100300902708124
HPA_6h,13182,5188,0.531027158246093
HPA_6h,2666,1583,0
HPA_6h,4669,2511,0.0428357249946455
HPA_6h,4906,2399,0.040766408479413
HPA_6h,4309,2160,0.0232072406590856
HPA_6h,2876,1733,0.0695410292072323
HPA_6h,1479,1101,0.270453008789723
HPA_6h,4131,2164,0.0484144274993948
HPA_6h,5105,2679,0
HPA_6h,5165,2468,0.154888673765731
HPA_6h,4778,2157,0.104646295521139
HPA_6h,9492,3959,0.0316055625790139
HPA_6h,1564,780,0.255754475703325
HPA_6h,3516,2052,0.0853242320819113
HPA_6h,3218,1807,0.0621504039776258
HPA_6h,7068,3445,0.0848896434634974
HPA_6h,3046,1681,0.229809586342745
HPA_6h,8444,3347,0.0828990999526291
HPA_6h,2848,1760,0.280898876404494
HPA_6h,4060,2104,0.0985221674876847
HPA_6h,5020,2497,0.0199203187250996
HPA_6h,3327,1812,0.0601142170123234
HPA_6h,3548,2242,0.084554678692221
HPA_6h,4882,2299,0.0204834084391643
HPA_6h,34381,7835,1.20415345685117
HPA_6h,4201,2197,0.0476077124494168
HPA_6h,5006,2527,0.0199760287654814
HPA_6h,3599,1695,0.111141983884412
HPA_6h,7727,3213,0.349424097321082
HPA_6h,5475,2483,0.0730593607305936
HPA_6h,3719,1971,0.0537778972842162
HPA_6h,9120,4011,0.383771929824561
HPA_6h,6120,2870,0.0163398692810457
HPA_6h,3904,1910,0
HPA_6h,3172,1763,0.0630517023959647
HPA_6h,7123,3305,0.098273199494595
HPA_6h,1717,1099,0.17472335468841
HPA_6h,8529,3505,0.128971743463478
HPA_6h,4455,2175,0.0673400673400673
HPA_6h,4345,2440,0.161104718066743
HPA_6h,4133,1978,0.169368497459473
HPA_6h,2427,1584,0.247218788627936
HPA_6h,3065,1863,0.228384991843393
HPA_6h,3986,2360,0.376317109884596
HPA_6h,2788,1626,0.107604017216643
HPA_6h,5324,2379,0.0187828700225394
HPA_6h,5090,2413,0
HPA_6h,6388,2794,0.0939261114589856
HPA_6h,7005,2943,0.0571020699500357
HPA_6h,5651,2788,0.0176959830118563
HPA_6h,3637,1810,0.109980753368161
HPA_6h,3784,1912,0.158562367864693
HPA_6h,3301,1842,0.0302938503483793
HPA_6h,4111,2243,0.0486499635125274
HPA_6h,5466,2672,0.182949140139041
HPA_6h,3063,1690,0.19588638589618
HPA_6h,5185,2319,0.115718418514947
HPA_6h,3715,2117,0
HPA_6h,3453,1775,0
HPA_6h,270,227,0.740740740740741
HPA_6h,5206,2523,0.115251632731464
HPA_6h,2943,1890,0.0339789330615019
HPA_6h,4868,2277,0.0821692686935086
HPA_6h,3542,1847,0.0846979107848673
HPA_6h,1793,1168,0
HPA_6h,3484,1862,0.0287026406429392
HPA_6h,2788,1610,0.0358680057388809
HPA_6h,3125,1715,0.032
HPA_6h,2732,1587,0.109809663250366
HPA_6h,3247,1897,0.277178934400986
HPA_6h,1300,948,0.307692307692308
HPA_6h,2144,1394,0.233208955223881
HPA_6h,4897,2495,0.245047988564427
HPA_6h,2531,1586,0.0790201501382853
HPA_6h,4245,2174,0.0471142520612485
HPA_6h,3894,2116,0
HPA_6h,7700,3532,0.948051948051948
HPA_6h,3318,1743,0.0602772754671489
HPA_6h,9357,3969,0.0427487442556375
HPA_6h,5126,2304,0.0585251658213032
HPA_6h,4933,2107,0.020271639975674
HPA_6h,5175,2526,0.231884057971014
HPA_6h,25195,6727,0.309585235165707
HPA_6h,2710,1684,0.0738007380073801
HPA_6h,4422,2156,0.0452284034373587
HPA_6h,5182,2691,0.771902740254728
HPA_6h,2655,1547,0.0753295668549906
HPA_6h,1590,1068,0.188679245283019
HPA_6h,3331,1793,0.0600420294205944
HPA_6h,4618,2317,0.043308791684712
HPA_6h,3611,1953,0.083079479368596
HPA_6h,3630,2001,0.0826446280991736
HPA_6h,3804,2006,0.0262881177707676
HPA_6h,3927,2001,0.0254647313470843
HPA_6h,3415,1649,0.0878477306002928
HPA_6h,2769,1635,0.216684723726977
HPA_6h,5050,2580,0.178217821782178
HPA_6h,3657,1876,0.273448181569593
HPA_6h,4626,2354,0.0864677907479464
HPA_6h,3630,1941,0.110192837465565
HPA_6h,3904,1901,0.076844262295082
HPA_6h,4307,2271,0.232180171813327
HPA_6h,3960,2006,0.0505050505050505
HPA_6h,3399,1942,0.0588408355398647
HPA_6h,1815,1151,0.330578512396694
HPA_6h,4409,2099,0.0680426400544341
HPA_6h,4491,2341,0.445335114673792
HPA_6h,2338,1417,0.0427715996578272
HPA_6h,3273,1856,0.886037274671555
HPA_6h,2442,1531,0.0819000819000819
HPA_6h,3310,2045,0.0604229607250755
HPA_6h,3401,2087,0.470449867685975
HPA_6h,3136,1947,0.0956632653061224
HPA_6h,2709,1693,0.110741971207087
HPA_6h,3527,1929,0.0283527076835838
HPA_6h,7775,3553,0.090032154340836
HPA_6h,2666,1541,0.0375093773443361
HPA_6h,544,408,0
HPA_6h,2706,1665,0.073909830007391
HPA_6h,2567,1486,0.0779119594857811
HPA_6h,3315,1788,0.0603318250377074
HPA_6h,2973,1693,0.134544231416078
HPA_6h,5283,2740,0.0378572780617074
HPA_6h,3576,1753,0
HPA_6h,3370,1899,0.029673590504451
HPA_6h,12358,4671,0.0971030911150672
HPA_6h,7698,3236,0.103923096908288
HPA_6h,6698,2809,0.0149298297999403
HPA_6h,3920,2059,0.331632653061224
HPA_6h,2839,1613,0.105671010919338
HPA_6h,2676,1657,0.336322869955157
HPA_6h,3417,1889,0
HPA_6h,3130,1785,0.0958466453674121
HPA_6h,532,286,0
HPA_6h,9436,4133,0.879610004239084
HPA_6h,2870,1655,0.592334494773519
HPA_6h,3113,1920,0.16061676839062
HPA_6h,5383,2549,0.111462010031581
HPA_6h,4814,2402,0
HPA_6h,5281,2527,0.0757432304487786
HPA_6h,3430,1873,0.0874635568513119
HPA_6h,3025,1715,0.165289256198347
HPA_6h,4227,2424,0.0946297610598533
HPA_6h,3527,2116,0.170116246101503
HPA_6h,2585,1626,0
HPA_6h,12564,5171,0.286532951289398
HPA_6h,4997,2537,0.0800480288172904
HPA_6h,4536,1993,0.132275132275132
HPA_6h,5397,2416,0.0741152492125255
HPA_6h,2837,1815,0.0704970038773352
HPA_6h,3010,1778,0.299003322259136
HPA_6h,3239,1771,0.0308737264587836
HPA_6h,3438,1890,0.087260034904014
HPA_6h,4220,2395,0.0947867298578199
HPA_6h,3210,1723,0.0934579439252337
HPA_6h,3046,1619,0.0984898227183191
HPA_6h,3237,1879,0.494284831634229
HPA_6h,3059,1851,0.06538084341288
HPA_6h,2907,1628,0.171998624011008
HPA_6h,7064,2991,0.0566251415628539
HPA_6h,2576,1652,0.15527950310559
HPA_6h,1799,1072,0.111172873818788
HPA_6h,676,528,0
HPA_6h,3063,1516,0.163238654913483
HPA_6h,3536,1859,0.0282805429864253
HPA_6h,5031,2395,0.35778175313059
HPA_6h,3699,1956,0.108137334414707
HPA_6h,2753,1491,0.0726480203414457
HPA_6h,3533,1873,0.169827342202095
HPA_6h,4973,2104,0.0402171727327569
HPA_6h,2964,1604,0.0337381916329285
HPA_6h,12655,4507,0.244962465428684
HPA_6h,2512,1526,0.278662420382166
HPA_6h,4736,2259,0.0422297297297297
HPA_6h,4547,2365,0.0659775676270068
HPA_6h,6431,3061,0.0932980873892085
HPA_6h,2949,1800,0.0339097999321804
HPA_6h,2666,1561,0
HPA_6h,6100,2448,0
HPA_6h,1198,879,0
HPA_6h,5515,2845,0.489573889392566
HPA_6h,1977,1292,0.252908447142135
HPA_6h,4340,2076,0.0460829493087558
HPA_6h,2447,1417,0.081732733959951
HPA_6h,4123,2204,0.194033470773708
HPA_6h,3524,1870,0.0283768444948922
HPA_6h,4392,2352,0.0683060109289618
HPA_6h,726,592,1.2396694214876
HPA_6h,4212,2042,0.0949667616334283
HPA_6h,3438,1834,0
HPA_6h,2537,1476,0.118249901458415
HPA_6h,697,536,0.430416068866571
HPA_6h,3531,1789,0.0283205890682526
HPA_6h,5107,2481,0.0195809672997846
HPA_6h,5229,2743,0.133868808567604
HPA_6h,8189,3300,0.170961045304677
HPA_6h,8789,3565,0.0910228694959609
HPA_6h,2991,1760,0.23403543965229
HPA_6h,435,251,0.229885057471264
HPA_6h,3264,1778,0.0306372549019608
HPA_6h,5253,2566,0.0571102227298686
HPA_6h,3947,1971,0.0253356979984799
HPA_6h,3845,2128,0.23407022106632
HPA_6h,4231,2171,0.0709052233514536
HPA_6h,9021,3707,0.0886819643055094
HPA_6h,8099,3740,0.395110507470058
HPA_6h,628,382,0
HPA_6h,4836,2365,0
HPA_6h,3399,1764,0.0294204177699323
HPA_6h,3721,2157,0.0537489922063961
HPA_6h,7391,3123,0
HPA_6h,5509,2327,0.018152114721365
HPA_6h,5569,2835,0.197521996767822
HPA_6h,4274,2362,0.257370145063173
HPA_6h,3586,1909,0.0557724484104852
HPA_6h,2901,1535,0.0344708721130645
HPA_6h,5568,2557,0.0718390804597701
HPA_6h,3949,1898,0.0253228665484933
HPA_6h,3450,1816,0.0289855072463768
HPA_6h,2533,1553,0
HPA_6h,3346,1756,0.388523610280932
HPA_6h,4734,2536,0.147866497676384
HPA_6h,4907,2495,0.061137151008763
HPA_6h,2778,1541,0.0719942404607631
HPA_6h,4271,2046,0.0234137204401779
HPA_6h,3676,2147,0.462459194776931
HPA_6h,4191,2089,4.36649964209019
HPA_6h,3342,1823,0
HPA_6h,3482,1925,0.0287191269385411
HPA_6h,883,594,0.113250283125708
HPA_6h,3744,2037,0.0801282051282051
HPA_6h,3794,2039,0.0263574064312072
HPA_6h,2644,1717,0.151285930408472
HPA_6h,9205,3616,0.0977729494839761
HPA_6h,3677,1976,0.244764753875442
HPA_6h,4329,2213,0.184800184800185
HPA_6h,5880,2530,0.238095238095238
HPA_6h,10788,4174,0.092695587690026
HPA_6h,6779,3176,0.33928308010031
HPA_6h,1454,981,0.0687757909215956
HPA_6h,3689,1981,0.108430468961778
HPA_6h,386,248,9.84455958549223
HPA_6h,3246,1735,0.0924214417744917
HPA_6h,3565,1972,0
HPA_6h,3377,1923,0.0296120817293456
HPA_6h,716,500,0.279329608938547
HPA_6h,21660,6487,0.752539242843952
HPA_6h,886,625,0.338600451467269
HPA_6h,3479,1898,0.0574877838459327
HPA_6h,4165,2112,0.648259303721489
HPA_6h,5654,2786,0.0176865935620799
HPA_6h,2719,1614,0
HPA_6h,2697,1719,0.185391175380052
HPA_6h,3244,1759,0.030826140567201
HPA_6h,2373,1459,0
HPA_6h,2719,1578,0.183891136447223
HPA_6h,1990,1359,0.301507537688442
HPA_6h,650,398,0
HPA_6h,3986,2020,0.0250878073256397
HPA_6h,4667,2399,0.0214270409256482
HPA_6h,3766,2066,0.079660116834838
HPA_6h,4285,2275,0.0233372228704784
HPA_6h,3487,1867,0.0286779466590192
HPA_6h,4048,2128,0.172924901185771
HPA_6h,5311,2766,0.112973074750518
HPA_6h,3938,2171,0.0507872016251904
HPA_6h,3729,1933,0.026816840976133
HPA_6h,3283,1881,0
HPA_6h,2741,1711,0.109449106165633
HPA_6h,35632,8051,0.84755276156264
HPA_6h,6417,3015,0.0935016362786349
HPA_6h,718,577,1.1142061281337
HPA_6h,3302,1793,0.181708055723804
HPA_6h,3345,1767,0.149476831091181
HPA_6h,2187,1485,0.0914494741655235
HPA_6h,6321,3286,0.237304224015187
HPA_6h,3061,1831,0.0326690623979092
HPA_6h,2816,1780,0.106534090909091
HPA_6h,3196,1733,0.0938673341677096
HPA_6h,3970,2234,1.51133501259446
HPA_6h,1751,1113,0.114220445459737
HPA_6h,3477,1983,0
HPA_6h,3221,1752,0.0310462589257994
HPA_6h,3197,1761,0.250234594932749
HPA_6h,3192,1802,0.156641604010025
HPA_6h,2610,1579,0
HPA_6h,2865,1712,0
HPA_6h,3519,1847,0.170502983802217
HPA_6h,6744,3267,0.0444839857651246
HPA_6h,3019,1729,0.0662471016893011
HPA_6h,3214,1790,0
HPA_6h,3168,1835,0.0946969696969697
HPA_6h,8427,3558,1.09172896641747
HPA_6h,2167,1344,0.138440239963083
HPA_6h,3599,1773,0.0277854959711031
HPA_6h,2184,1389,0.0457875457875458
HPA_6h,4477,2303,0.111681929863748
HPA_6h,6186,2821,0.0161655350792111
HPA_6h,55361,9748,0.541897725835877
HPA_6h,2967,1771,0.0674081563869228
HPA_6h,4405,2096,0.0227014755959137
HPA_6h,4135,1986,0.145102781136638
HPA_6h,3865,1998,0.0258732212160414
HPA_6h,8685,3527,0.0690846286701209
HPA_6h,3594,1909,0.0556483027267668
HPA_6h,5783,2869,0.138336503544873
HPA_6h,6322,2609,0.0474533375514078
HPA_6h,3445,1886,0
HPA_6h,6990,3063,0.0143061516452074
HPA_6h,2769,1502,0.0361141206211629
HPA_6h,2396,1436,0.0834724540901502
HPA_6h,2993,1676,0.100233879051119
HPA_6h,4544,2244,0
HPA_6h,3393,1876,0.147362216327734
HPA_6h,7214,3410,0.0138619351261436
HPA_6h,2626,1448,0.266565118050267
HPA_6h,2518,1527,0.238284352660842
HPA_6h,3545,2017,0.141043723554302
HPA_6h,5967,2645,0.888218535277359
HPA_6h,3688,1994,0.0813449023861171
HPA_6h,3266,1934,0.153092467850582
HPA_6h,7065,3450,0.0849256900212314
HPA_6h,2544,1582,0.0786163522012579
HPA_6h,3525,1678,0.113475177304965
HPA_6h,4059,1993,0.0246366100024637
HPA_6h,3252,1833,0.030750307503075
HPA_6h,3387,1870,0.0590493061706525
HPA_6h,4126,2118,0.0242365487154629
HPA_6h,3630,1862,0.0550964187327824
HPA_6h,7717,3515,0.207334456394972
HPA_6h,9966,3922,0.150511739915713
HPA_6h,4621,2250,0
HPA_6h,3373,1888,0
HPA_6h,3214,1863,0.0311138767890479
HPA_6h,3058,1708,0.0327011118378025
HPA_6h,3304,1921,0
HPA_6h,3263,1901,0.153233220962305
HPA_6h,2629,1503,0.114111829593001
HPA_6h,3526,1847,0.0567214974475326
HPA_6h,3983,1849,0
HPA_6h,4713,2012,0.106089539571398
HPA_6h,3309,1974,0.181323662737987
HPA_6h,16601,5360,0.37949521113186
HPA_6h,1110,740,0.900900900900901
HPA_6h,7457,3106,0.348665683250637
HPA_6h,4749,2265,0.0631711939355654
HPA_6h,3755,2022,0.0532623169107856
HPA_6h,2634,1632,0.0379650721336371
HPA_6h,4405,2418,0.499432463110102
HPA_6h,4099,2018,0.0243961941937058
HPA_6h,4833,2340,0
HPA_6h,8077,3634,0.210474185960134
HPA_6h,3467,1680,0.0288433804441881
HPA_6h,4124,2071,0.0242483026188167
HPA_6h,4921,2014,0.0203210729526519
HPA_6h,3543,1932,0.112898673440587
HPA_6h,4361,2270,0.0687915615684476
HPA_6h,4739,2305,0.126608989238236
HPA_6h,4562,2295,0.0219202104340202
HPA_6h,4643,2505,0
HPA_6h,4829,2571,0.248498653965624
HPA_6h,4897,2504,0.0612619971411068
HPA_6h,4011,2206,0.049862877088008
HPA_6h,4739,2330,0
HPA_6h,2578,1606,0.0775795190069822
HPA_6h,4828,2552,0
HPA_6h,1830,1284,0.109289617486339
HPA_6h,2804,1610,0.249643366619116
HPA_6h,3793,2356,0.738201950962299
HPA_6h,4908,2287,0.0611246943765281
HPA_6h,10685,4134,0.243331773514272
HPA_6h,4793,2265,0.0625912789484665
HPA_6h,7097,2854,0.0140904607580668
HPA_6h,8085,3332,0.0494743351886209
HPA_6h,3502,1759,0.0285551113649343
HPA_6h,4889,2372,0.0818163223563101
HPA_6h,4384,2072,0
HPA_6h,5003,2334,0.0199880071956826
HPA_6h,3146,1608,0
HPA_6h,7556,3183,0.105876124933827
HPA_6h,7455,3569,1.03286384976526
HPA_6h,881,670,0.113507377979569
HPA_6h,2175,1433,0.137931034482759
HPA_6h,2754,1480,0.0726216412490922
HPA_6h,5289,2726,1.53148043108338
HPA_6h,4181,2029,1.12413298254006
HPA_6h,3790,2034,0.29023746701847
HPA_6h,3760,2013,0.0265957446808511
HPA_6h,8043,2890,0.062165858510506
HPA_6h,9106,3941,0.0658906215681968
HPA_6h,3510,1860,0.0284900284900285
HPA_6h,7257,3188,0.0137797988149373
HPA_6h,5840,2576,0.102739726027397
HPA_6h,4407,2493,0.158838211935557
HPA_6h,3863,2205,0.0258866166192079
HPA_6h,3218,1860,0.435052827843381
HPA_6h,3036,1632,0.0329380764163373
HPA_6h,4414,2063,0.0226551880380607
HPA_6h,4543,2375,0.0220118864186661
HPA_6h,6009,2906,0.0665668164420037
HPA_6h,3833,1962,0.0782676754500391
HPA_6h,3032,1784,0.131926121372032
HPA_6h,5674,2684,0.0176242509693338
HPA_6h,300,258,2.66666666666667
HPA_6h,2962,1727,0.0675219446320054
HPA_6h,3879,2055,0.438257282804847
HPA_6h,4690,2529,0.0213219616204691
HPA_6h,5451,2707,0.0366905155017428
HPA_6h,7071,2964,0
HPA_6h,3061,1817,0.163345311989546
HPA_6h,3679,1945,0.217450394128839
HPA_6h,846,620,1.89125295508274
HPA_6h,4081,2118,0
HPA_6h,3888,1934,0
HPA_6h,3108,1743,0.0321750321750322
HPA_6h,5084,2488,0.0786782061369001
HPA_6h,2754,1845,0.0726216412490922
HPA_6h,8562,3453,0.0467180565288484
HPA_6h,7829,3322,0.0510920934985311
HPA_6h,1007,715,0.794438927507448
HPA_6h,3046,1674,0.0656598818122127
HPA_6h,7609,3295,0.197134971743987
HPA_6h,2392,1468,0
HPA_6h,2508,1614,0.119617224880383
HPA_6h,2666,1596,0.18754688672168
HPA_6h,2765,1721,0
HPA_6h,4680,2193,0.0641025641025641
HPA_6h,3792,2125,0.44831223628692
HPA_6h,3995,2254,0.0500625782227785
HPA_6h,4137,1901,0.241721053903795
HPA_6h,8777,3646,1.13934146063575
HPA_6h,3596,1993,0.0834260289210234
HPA_6h,468,368,1.70940170940171
HPA_6h,2784,1394,0
HPA_6h,5099,2388,0
HPA_6h,7710,3138,0.012970168612192
HPA_6h,3455,1872,0
HPA_6h,3995,2155,0.0500625782227785
HPA_6h,3835,1881,0.0521512385919166
HPA_6h,3872,2018,0.0516528925619835
HPA_6h,5840,2804,0.0684931506849315
HPA_6h,2185,1436,0.411899313501144
HPA_6h,3366,1785,0.23767082590612
HPA_6h,12286,4833,0.879049324434315
HPA_6h,3726,1942,0.241545893719807
HPA_6h,33372,7635,0.491429941268129
HPA_6h,5081,2565,0.0787246604999016
HPA_6h,1803,1251,0
HPA_6h,4859,2399,0.102901831652603
HPA_6h,4199,2242,0.0476303881876637
HPA_6h,2052,1277,0
HPA_6h,3637,1961,0.137475941710201
HPA_6h,4589,2323,0.130747439529309
HPA_6h,7065,3192,0.169851380042463
HPA_6h,3067,1670,0.19563090968373
HPA_6h,2873,1655,0.382875043508528
HPA_6h,2794,1666,0
HPA_6h,4751,2274,0.0841928015154704
HPA_6h,3685,1850,0
HPA_6h,5544,2673,0.0721500721500721
HPA_6h,2778,1679,0
HPA_6h,4777,2237,0.167469122880469
HPA_6h,1783,1255,0.504767246214246
HPA_6h,6523,3265,0.260616280852369
HPA_6h,4139,2016,0.0724812756704518
HPA_6h,4867,2506,0.616396137250873
HPA_6h,3479,1932,0.0287438919229664
HPA_6h,4135,1966,0.0483675937122128
HPA_6h,6077,2850,0.0329109758104328
HPA_6h,8802,3435,0.0681663258350375
HPA_6h,4547,1854,0.0659775676270068
HPA_6h,4778,2218,0
HPA_6h,4311,2127,0.139178844815588
HPA_6h,5070,2540,0.0788954635108481
HPA_6h,4298,2074,0.139599813866915
HPA_6h,3644,1836,0.109769484083425
HPA_6h,3534,1908,0.113186191284663
HPA_6h,906,696,0.33112582781457
HPA_6h,3389,1787,0.0295072292711714
HPA_6h,5124,2262,0.0585480093676815
HPA_6h,12801,4495,0.0624951175689399
HPA_6h,3321,2013,0.0903342366757001
HPA_6h,7052,3640,0.0567214974475326
HPA_6h,3714,1943,0.0269251480883145
HPA_6h,3720,2098,0.0268817204301075
HPA_6h,9008,3571,0.122113676731794
HPA_6h,3055,1712,0.130932896890344
HPA_6h,8921,3557,0.0560475283040018
HPA_6h,4337,2299,0.0922296518330643
HPA_6h,5272,2322,0.0379362670713202
HPA_6h,3881,2071,0.0515331100231899
HPA_6h,5484,2751,0.145878920495988
HPA_6h,1191,755,0.0839630562552477
HPA_6h,6538,2922,0.0458855919241358
HPA_6h,4852,2366,0
HPA_6h,4179,1844,0.287150035893754
HPA_6h,5137,2257,0.019466614755694
HPA_6h,4865,2476,0.0822199383350462
HPA_6h,3807,1976,0.052534804307854
HPA_6h,3006,1604,0.0332667997338656
HPA_6h,10713,4249,0.382712592177728
HPA_6h,12051,4503,0.0995767986059248
HPA_6h,1380,816,1.3768115942029
HPA_6h,2425,1447,0.164948453608247
HPA_6h,8878,3679,0.0225275963054742
HPA_6h,4303,2105,0
HPA_6h,3244,1717,0.061652281134402
HPA_6h,440,379,1.36363636363636
HPA_6h,5214,2247,0.0575373993095512
HPA_6h,5646,2600,0.123981579879561
HPA_6h,3168,1704,0.0315656565656566
HPA_6h,8061,3384,0.0248108175164372
HPA_6h,1318,912,0.227617602427921
HPA_6h,5684,2850,0.0351864883884588
HPA_6h,3673,1916,0.0544514021236047
HPA_6h,3455,1971,0.115774240231548
HPA_6h,3946,2071,0.0506842372022301
HPA_6h,5723,2688,0.0873667656823344
HPA_6h,3776,1843,0.0264830508474576
HPA_6h,5409,2543,0.517655758920318
HPA_6h,2685,1746,0.111731843575419
HPA_6h,6454,2946,0.201425472575147
HPA_6h,2686,1513,0.186150409530901
HPA_6h,3332,1900,0.0900360144057623
HPA_6h,4439,2107,0.0675827889164226
HPA_6h,6043,2855,0.0496442164487837
HPA_6h,2602,1354,0.384319754035357
HPA_6h,3690,2014,0.10840108401084
HPA_6h,5132,2349,0.175370226032736
HPA_6h,1244,913,0.241157556270096
HPA_6h,4984,2220,0
HPA_6h,2989,1740,0.0334560053529609
HPA_6h,3920,2116,0
HPA_6h,3681,1741,0.054333061668025
HPA_6h,2527,1646,0.514444004748714
HPA_6h,4526,2098,0.0441891294741494
HPA_6h,9381,4013,0.0959385992964503
HPA_6h,4143,2202,0
HPA_6h,3826,2310,0.444328280188186
HPA_6h,3595,2049,0
HPA_6h,2626,1472,0.152322924600152
HPA_6h,3334,1941,0.329934013197361
HPA_6h,9838,4257,0.335434031307176
HPA_6h,4748,2345,0.12636899747262
HPA_6h,3293,2059,0.364409353173398
HPA_6h,9165,3391,0.534642662302237
HPA_6h,6890,3132,0
HPA_6h,3427,1760,0
HPA_6h,2553,1543,0.0783392087739914
HPA_6h,4849,2539,0.0206228088265622
HPA_6h,3439,1827,0.0290782204129107
HPA_6h,3004,1738,0.099866844207723
HPA_6h,4567,2162,0.459820451061966
HPA_6h,4813,2413,0.207770621234157
HPA_6h,1048,656,0.0954198473282443
HPA_6h,3387,1972,0.118098612341305
HPA_6h,6421,2924,0.0155738981467061
HPA_6h,3101,1825,0
HPA_6h,2143,1453,0.186654223051797
HPA_6h,4145,1987,0.0241254523522316
HPA_6h,5689,2991,0.263666725259272
HPA_6h,3646,1833,0.0548546352166758
HPA_6h,2478,1483,0
HPA_6h,517,345,0.386847195357834
HPA_6h,4282,2154,0.0934142923867352
HPA_6h,3084,1875,0.194552529182879
HPA_6h,7555,3298,0.105890138980807
HPA_6h,1133,754,0.617828773168579
HPA_6h,2955,1756,0.0676818950930626
HPA_6h,3331,1885,0.0600420294205944
HPA_6h,6470,3009,0.231839258114374
HPA_6h,1963,1152,3.56597045338767
HPA_6h,3097,1747,0.0645786244752987
HPA_6h,4415,2296,0.113250283125708
HPA_6h,4985,2459,0.260782347041123
HPA_6h,13072,4467,0.107099143206854
HPA_6h,3992,2382,0.0501002004008016
HPA_6h,3359,1829,0.0297707651086633
HPA_6h,4069,2074,0.122880314573605
HPA_6h,4418,2209,0.0226346763241286
HPA_6h,5738,2838,0.0522830254444057
HPA_6h,6903,3377,0.260756192959583
HPA_6h,3880,2041,0.077319587628866
HPA_6h,1254,849,0.239234449760766
HPA_6h,3031,1844,0.0989772352358957
HPA_6h,8831,3640,0.203827426112558
HPA_6h,8986,3761,0.111284219897619
HPA_6h,3305,1809,0.302571860816944
HPA_6h,2786,1573,0
HPA_6h,3408,1813,0
HPA_6h,3388,1889,0.265643447461629
HPA_6h,3500,1924,0.485714285714286
HPA_6h,3809,2093,0.0525072197427146
HPA_6h,3837,1948,0
HPA_6h,3153,1704,0.0317158261972724
HPA_6h,4488,2202,0.133689839572192
HPA_6h,8838,3693,0.113147770988912
HPA_6h,3154,1837,0.0317057704502219
HPA_6h,3472,1908,0.115207373271889
HPA_6h,5480,2610,0.711678832116788
HPA_6h,4940,2255,0.161943319838057
HPA_6h,3941,2037,0.0761228114691703
HPA_6h,4924,2300,0.0406173842404549
HPA_6h,1430,934,3.91608391608392
HPA_6h,5628,2433,0.0355366027007818
HPA_6h,4823,2449,0.0622019489944018
HPA_6h,456,314,0
HPA_6h,6321,2972,0.0474608448030375
HPA_6h,7184,3089,0.375835189309577
HPA_6h,2423,1451,0.0412711514651259
HPA_6h,458,358,0.218340611353712
HPA_6h,4175,2234,0.0479041916167665
HPA_6h,8173,3447,0.134589502018843
HPA_6h,8690,3662,0
HPA_6h,4404,2153,0.0908265213442325
HPA_6h,4915,2305,0.0406917599186165
HPA_6h,6699,2876,0.880728466935364
HPA_6h,4615,2375,0.0866738894907909
HPA_6h,4259,2273,0.0704390702042733
HPA_6h,4907,2408,0.061137151008763
HPA_6h,5928,2547,0
HPA_6h,2868,1693,0.139470013947001
HPA_6h,3548,1793,0.056369785794814
HPA_6h,4344,2174,0.115101289134438
HPA_6h,6400,2935,0.03125
HPA_6h,4882,2431,0.0819336337566571
HPA_6h,7641,3269,0.117785630153121
HPA_6h,6587,3326,0.3795354486109
HPA_6h,12348,5096,1.20667314544866
HPA_6h,3018,1620,0.23194168323393
HPA_6h,2343,1489,0.256081946222791
HPA_6h,3286,1516,0.0608642726719416
HPA_6h,3851,2135,0.908854842897949
HPA_6h,6739,3351,0.267101943908592
HPA_6h,2579,1695,0.271423032183017
HPA_6h,11527,4378,1.34466903791099
HPA_6h,4777,2304,0.0209336403600586
HPA_6h,3134,1946,0.0319081046585833
HPA_6h,4143,2071,0.0965483948829351
HPA_6h,4198,2133,0
HPA_6h,5907,2339,0
HPA_6h,2932,1643,0
HPA_6h,4785,2253,0.104493207941484
HPA_6h,3865,2027,0.155239327296248
HPA_6h,5715,2696,0.0174978127734033
HPA_6h,1583,1157,0.442198357548958
HPA_6h,1876,1241,0.0533049040511727
